Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
20/03/2026,"26,312.00","26,309.50","26,327.00","26,279.50",,0.08%
19/03/2026,"26,290.00","26,286.50","26,322.50","26,274.50",,-0.08%
18/03/2026,"26,310.00","26,292.00","26,317.00","26,272.00",,0.04%
17/03/2026,"26,300.00","26,284.50","26,309.00","26,254.00",,0.04%
16/03/2026,"26,290.00","26,291.00","26,308.00","26,243.50",,-0.02%
13/03/2026,"26,294.00","26,287.50","26,308.50","26,257.50",,0.07%
12/03/2026,"26,275.00","26,260.00","26,296.00","26,207.50",,0.10%
11/03/2026,"26,250.00","26,245.00","26,281.50","26,215.00",,0.06%
10/03/2026,"26,235.00","26,259.50","26,284.50","26,182.50",,-0.16%
09/03/2026,"26,277.50","26,274.50","26,302.00","26,215.00",,0.14%
06/03/2026,"26,240.00","26,230.00","26,269.50","26,197.50",,0.10%
05/03/2026,"26,215.00","26,207.00","26,256.50","26,170.00",,-0.02%
04/03/2026,"26,220.00","26,244.50","26,255.00","26,181.00",,0.08%
03/03/2026,"26,200.00","26,210.00","26,232.00","26,143.50",,0.13%
02/03/2026,"26,165.00","26,041.50","26,232.00","26,041.50",,0.46%
27/02/2026,"26,045.00","26,059.50","26,105.00","25,998.00",,-0.12%
26/02/2026,"26,075.00","26,100.00","26,159.50","26,039.00",,-0.10%
25/02/2026,"26,102.00","26,198.50","26,202.00","26,087.50",,-0.36%
24/02/2026,"26,195.00","26,129.50","26,224.50","26,115.00",,0.29%
23/02/2026,"26,120.00","25,970.00","26,127.00","25,948.50",,0.58%
20/02/2026,"25,970.00","25,970.00","25,970.00","25,970.00",,0.00%
19/02/2026,"25,970.00","25,970.00","25,970.00","25,970.00",,0.00%
18/02/2026,"25,970.00","25,970.00","25,970.00","25,970.00",,0.00%
17/02/2026,"25,970.00","25,970.00","25,970.00","25,970.00",,0.00%
16/02/2026,"25,970.00","25,970.00","25,970.00","25,970.00",,0.00%
13/02/2026,"25,970.00","25,979.50","26,019.50","25,915.00",,0.04%
12/02/2026,"25,960.00","25,927.50","26,044.00","25,920.00",,-0.15%
11/02/2026,"26,000.00","25,882.00","26,024.00","25,867.50",,0.44%
10/02/2026,"25,885.00","25,899.50","25,932.50","25,844.50",,-0.10%
09/02/2026,"25,910.00","25,958.50","25,979.00","25,886.50",,-0.15%
06/02/2026,"25,950.00","25,969.50","25,994.00","25,927.00",,-0.02%
05/02/2026,"25,955.00","25,977.00","25,997.50","25,927.00",,-0.10%
04/02/2026,"25,982.00","25,999.50","26,027.00","25,940.00",,-0.08%
03/02/2026,"26,002.00","26,024.50","26,036.50","25,984.50",,-0.07%
02/02/2026,"26,020.00","25,923.50","26,057.50","25,889.50",,0.31%
30/01/2026,"25,940.00","25,999.50","25,999.50","25,884.00",,-0.23%
29/01/2026,"26,000.00","26,064.50","26,102.50","25,980.00",,-0.25%
28/01/2026,"26,065.00","26,102.00","26,135.00","26,040.50",,-0.26%
27/01/2026,"26,134.00","26,169.50","26,170.00","26,124.00",,-0.20%
26/01/2026,"26,187.50","26,234.50","26,256.00","26,163.00",,-0.22%
23/01/2026,"26,245.00","26,269.50","26,285.00","26,220.00",,-0.09%
22/01/2026,"26,269.50","26,270.00","26,296.00","26,247.50",,0.02%
21/01/2026,"26,265.00","26,264.50","26,290.00","26,245.00",,0.00%
20/01/2026,"26,265.00","26,265.50","26,285.50","26,243.00",,0.00%
19/01/2026,"26,265.00","26,274.50","26,297.50","26,241.00",,-0.04%
16/01/2026,"26,275.00","26,274.50","26,317.50","26,250.00",,0.02%
15/01/2026,"26,270.00","26,282.50","26,300.00","26,248.50",,-0.03%
14/01/2026,"26,277.50","26,285.00","26,316.50","26,255.00",,-0.04%
13/01/2026,"26,287.50","26,268.50","26,305.00","26,245.00",,0.05%
12/01/2026,"26,275.00","26,267.00","26,290.00","26,242.50",,0.08%
10/01/2026,"26,255.00","26,269.00","26,274.00","26,249.00",,-0.06%
09/01/2026,"26,270.00","26,272.00","26,297.50","26,246.00",,0.00%
08/01/2026,"26,270.00","26,277.00","26,310.50","26,247.50",,-0.02%
07/01/2026,"26,274.00","26,279.50","26,293.00","26,270.50",,-0.01%
06/01/2026,"26,275.50","26,279.50","26,294.50","26,267.00",,0.00%
05/01/2026,"26,274.50","26,290.00","26,307.50","26,262.50",,-0.10%
02/01/2026,"26,300.00","26,300.00","26,300.00","26,300.00",,0.00%
01/01/2026,"26,300.00","26,300.00","26,300.00","26,300.00",,0.00%
31/12/2025,"26,300.00","26,270.50","26,327.00","26,260.00",,0.13%
30/12/2025,"26,265.00","26,287.00","26,301.00","26,239.00",,-0.08%
29/12/2025,"26,285.00","26,289.50","26,311.00","26,261.50",,-0.02%
26/12/2025,"26,291.00","26,284.50","26,320.00","26,260.00",,0.04%
25/12/2025,"26,280.00","26,289.50","26,318.50","26,255.00",,-0.15%
24/12/2025,"26,320.00","26,339.50","26,352.50","26,288.00",,-0.04%
23/12/2025,"26,331.00","26,334.50","26,356.00","26,320.00",,-0.03%
22/12/2025,"26,340.00","26,316.00","26,365.00","26,291.50",,0.10%
19/12/2025,"26,312.50","26,334.50","26,344.00","26,288.00",,-0.05%
18/12/2025,"26,325.00","26,335.00","26,352.50","26,310.00",,-0.04%
17/12/2025,"26,335.00","26,344.50","26,369.00","26,305.00",,-0.04%
16/12/2025,"26,345.00","26,322.50","26,361.50","26,281.00",,0.09%
15/12/2025,"26,320.00","26,270.00","26,335.00","26,269.00",,0.05%
12/12/2025,"26,306.00","26,314.50","26,372.00","26,270.00",,-0.08%
11/12/2025,"26,327.50","26,354.50","26,370.50","26,315.00",,-0.11%
10/12/2025,"26,357.00","26,371.50","26,371.50","26,353.00",,-0.06%
09/12/2025,"26,372.50","26,361.50","26,384.50","26,344.00",,0.05%
08/12/2025,"26,360.00","26,359.50","26,385.00","26,330.00",,0.00%
05/12/2025,"26,360.00","26,377.00","26,392.00","26,346.50",,-0.05%
04/12/2025,"26,374.50","26,364.50","26,392.00","26,350.00",,0.01%
03/12/2025,"26,372.50","26,379.50","26,395.50","26,320.00",,-0.01%
02/12/2025,"26,375.00","26,368.50","26,397.00","26,348.00",,0.02%
01/12/2025,"26,370.00","26,359.50","26,388.00","26,320.00",,0.02%
28/11/2025,"26,365.00","26,372.00","26,393.00","26,341.50",,-0.04%
27/11/2025,"26,375.50","26,379.50","26,391.50","26,359.00",,0.00%
26/11/2025,"26,376.50","26,365.50","26,390.00","26,354.00",,0.01%
25/11/2025,"26,373.00","26,377.00","26,392.00","26,357.50",,-0.01%
24/11/2025,"26,375.50","26,360.00","26,391.50","26,312.50",,0.09%
21/11/2025,"26,353.00","26,382.00","26,386.50","26,353.00",,-0.09%
20/11/2025,"26,376.00","26,383.00","26,386.00","26,354.50",,0.00%
19/11/2025,"26,377.00","26,383.50","26,387.50","26,351.00",,-0.02%
18/11/2025,"26,383.00","26,364.50","26,386.50","26,325.00",,0.11%
17/11/2025,"26,355.00","26,350.00","26,367.50","26,310.00",,0.02%
14/11/2025,"26,350.00","26,356.00","26,368.50","26,332.50",,-0.02%
13/11/2025,"26,355.00","26,344.50","26,369.50","26,306.00",,0.00%
12/11/2025,"26,355.00","26,321.00","26,368.00","26,305.00",,0.15%
11/11/2025,"26,315.00","26,312.50","26,333.00","26,293.50",,0.06%
10/11/2025,"26,300.00","26,314.50","26,326.50","26,282.00",,-0.04%
07/11/2025,"26,310.00","26,314.50","26,330.00","26,293.00",,-0.02%
06/11/2025,"26,315.00","26,323.50","26,338.00","26,298.00",,-0.03%
05/11/2025,"26,322.50","26,319.50","26,345.00","26,302.50",,0.01%
04/11/2025,"26,320.00","26,316.00","26,341.00","26,302.50",,0.03%
03/11/2025,"26,312.00","26,306.00","26,326.50","26,275.00",,-0.01%
31/10/2025,"26,315.00","26,329.50","26,338.50","26,291.50",,-0.06%
30/10/2025,"26,330.00","26,332.00","26,342.00","26,295.00",,-0.02%
29/10/2025,"26,336.00","26,329.50","26,339.00","26,305.00",,0.03%
28/10/2025,"26,328.00","26,302.00","26,338.00","26,287.50",,0.09%
27/10/2025,"26,305.00","26,302.00","26,345.00","26,276.50",,0.00%
24/10/2025,"26,305.00","26,334.50","26,346.00","26,291.00",,-0.10%
23/10/2025,"26,332.00","26,339.50","26,351.50","26,315.00",,-0.06%
22/10/2025,"26,347.50","26,341.50","26,356.00","26,290.00",,0.02%
21/10/2025,"26,343.00","26,343.50","26,352.50","26,331.50",,0.00%
20/10/2025,"26,342.50","26,340.00","26,360.00","26,334.50",,0.00%
17/10/2025,"26,342.00","26,335.00","26,349.50","26,331.50",,0.03%
16/10/2025,"26,335.00","26,340.50","26,356.00","26,322.50",,-0.02%
15/10/2025,"26,340.00","26,355.00","26,359.50","26,322.50",,-0.06%
14/10/2025,"26,355.50","26,347.50","26,364.00","26,305.00",,0.04%
13/10/2025,"26,345.00","26,334.50","26,357.50","26,320.00",,0.02%
10/10/2025,"26,340.00","26,345.00","26,402.50","26,325.00",,-0.03%
09/10/2025,"26,347.50","26,362.00","26,428.50","26,336.00",,-0.05%
08/10/2025,"26,360.00","26,357.50","26,373.50","26,342.00",,-0.02%
07/10/2025,"26,365.00","26,357.50","26,385.00","26,347.50",,0.00%
06/10/2025,"26,365.00","26,372.50","26,406.50","26,349.00",,-0.06%
03/10/2025,"26,381.00","26,377.50","26,399.00","26,363.50",,-0.05%
02/10/2025,"26,395.50","26,412.50","26,425.00","26,369.00",,-0.05%
01/10/2025,"26,410.00","26,427.50","26,429.00","26,351.00",,-0.06%
30/09/2025,"26,427.00","26,425.00","26,432.00","26,404.50",,0.02%
29/09/2025,"26,421.00","26,410.00","26,433.50","26,395.00",,0.04%
26/09/2025,"26,410.00","26,397.50","26,422.50","26,383.00",,0.02%
25/09/2025,"26,405.00","26,418.00","26,428.00","26,391.50",,-0.05%
24/09/2025,"26,419.00","26,415.00","26,432.00","26,365.00",,0.00%
23/09/2025,"26,420.00","26,414.00","26,436.00","26,370.00",,0.01%
22/09/2025,"26,417.50","26,385.50","26,428.00","26,360.00",,0.13%
19/09/2025,"26,382.50","26,384.00","26,405.00","26,362.50",,-0.01%
18/09/2025,"26,385.00","26,360.00","26,399.00","26,352.50",,0.04%
17/09/2025,"26,375.00","26,370.50","26,394.50","26,346.00",,-0.03%
16/09/2025,"26,382.50","26,380.00","26,401.50","26,362.00",,-0.01%
15/09/2025,"26,385.00","26,387.00","26,402.50","26,362.00",,0.00%
12/09/2025,"26,385.00","26,389.00","26,412.50","26,370.50",,-0.07%
11/09/2025,"26,402.50","26,397.50","26,417.50","26,370.00",,0.03%
10/09/2025,"26,395.00","26,385.00","26,408.50","26,355.50",,0.03%
09/09/2025,"26,387.50","26,407.00","26,425.00","26,365.00",,-0.10%
08/09/2025,"26,415.00","26,374.50","26,431.50","26,367.50",,0.06%
05/09/2025,"26,400.00","26,395.00","26,415.00","26,380.00",,0.04%
04/09/2025,"26,390.00","26,385.00","26,405.00","26,367.50",,0.01%
03/09/2025,"26,387.50","26,329.00","26,390.00","26,295.50",,0.16%
02/09/2025,"26,345.00","26,345.00","26,345.00","26,345.00",,0.00%
01/09/2025,"26,345.00","26,345.00","26,345.00","26,345.00",,0.00%
29/08/2025,"26,345.00","26,345.00","26,375.00","26,332.50",,-0.11%
28/08/2025,"26,375.00","26,356.00","26,382.00","26,325.00",,-0.02%
27/08/2025,"26,380.00","26,370.00","26,402.50","26,325.00",,0.06%
26/08/2025,"26,365.00","26,319.00","26,377.50","26,295.50",,0.23%
25/08/2025,"26,305.00","26,300.00","26,368.00","26,289.00",,-0.17%
22/08/2025,"26,350.00","26,428.00","26,447.50","26,320.00",,-0.31%
21/08/2025,"26,432.50","26,400.50","26,457.00","26,328.50",,0.16%
20/08/2025,"26,390.00","26,321.00","26,390.00","26,290.00",,0.27%
19/08/2025,"26,320.00","26,305.00","26,331.00","26,282.50",,0.08%
18/08/2025,"26,300.00","26,272.00","26,309.50","26,245.00",,0.11%
15/08/2025,"26,270.00","26,270.00","26,332.50","26,245.00",,0.02%
14/08/2025,"26,265.00","26,282.00","26,303.50","26,245.00",,-0.10%
13/08/2025,"26,290.00","26,261.00","26,332.50","26,230.00",,0.08%
12/08/2025,"26,270.00","26,238.50","26,282.50","26,200.00",,0.14%
11/08/2025,"26,233.00","26,228.00","26,239.00","26,218.50",,0.03%
08/08/2025,"26,225.00","26,210.00","26,237.50","26,170.00",,0.04%
07/08/2025,"26,215.00","26,213.00","26,237.00","26,199.00",,-0.04%
06/08/2025,"26,225.00","26,245.00","26,282.50","26,186.00",,-0.10%
05/08/2025,"26,250.00","26,185.00","26,263.50","26,164.00",,0.28%
04/08/2025,"26,176.50","26,207.50","26,226.00","26,147.50",,-0.17%
01/08/2025,"26,220.00","26,212.50","26,234.00","26,170.50",,0.08%
31/07/2025,"26,199.00","26,227.50","26,232.50","26,172.50",,-0.01%
30/07/2025,"26,202.50","26,225.50","26,266.50","26,190.00",,-0.09%
29/07/2025,"26,225.00","26,162.50","26,260.00","26,162.50",,0.10%
28/07/2025,"26,200.00","26,145.00","26,221.00","26,127.50",,0.21%
25/07/2025,"26,145.00","26,132.50","26,158.00","26,112.50",,0.04%
24/07/2025,"26,135.00","26,157.50","26,163.00","26,116.50",,-0.06%
23/07/2025,"26,150.00","26,147.00","26,166.50","26,120.00",,0.02%
22/07/2025,"26,145.00","26,145.00","26,162.50","26,128.50",,-0.04%
21/07/2025,"26,155.00","26,155.00","26,168.50","26,139.00",,-0.02%
18/07/2025,"26,160.00","26,155.00","26,173.00","26,138.00",,0.00%
17/07/2025,"26,160.00","26,167.50","26,172.50","26,129.00",,0.00%
16/07/2025,"26,160.00","26,160.00","26,182.50","26,125.00",,0.09%
15/07/2025,"26,137.50","26,140.00","26,151.50","26,100.00",,0.05%
14/07/2025,"26,125.00","26,110.00","26,137.50","26,085.00",,0.04%
11/07/2025,"26,114.50","26,105.00","26,137.00","26,065.00",,0.00%
10/07/2025,"26,114.50","26,137.50","26,150.00","26,098.00",,-0.09%
09/07/2025,"26,139.00","26,137.50","26,160.00","26,122.50",,0.02%
08/07/2025,"26,135.00","26,148.00","26,153.50","26,086.50",,-0.04%
07/07/2025,"26,145.00","26,202.50","26,205.00","26,086.50",,-0.13%
04/07/2025,"26,180.00","26,210.00","26,264.50","26,155.00",,-0.08%
03/07/2025,"26,200.00","26,215.00","26,241.50","26,145.00",,0.11%
02/07/2025,"26,170.00","26,127.50","26,185.50","26,095.00",,0.15%
01/07/2025,"26,130.00","26,105.00","26,170.00","26,065.00",,0.04%
30/06/2025,"26,120.50","26,082.50","26,129.00","26,055.00",,0.10%
27/06/2025,"26,095.00","26,120.00","26,140.00","26,061.50",,-0.10%
26/06/2025,"26,120.00","26,140.00","26,147.50","26,098.50",,-0.13%
25/06/2025,"26,155.00","26,155.00","26,180.00","26,128.50",,-0.06%
24/06/2025,"26,170.00","26,180.00","26,190.50","26,131.00",,-0.17%
23/06/2025,"26,215.00","26,135.00","26,222.50","26,115.00",,0.33%
20/06/2025,"26,128.50","26,125.00","26,152.50","26,114.00",,0.00%
19/06/2025,"26,128.00","26,105.00","26,143.50","26,085.00",,0.10%
18/06/2025,"26,101.50","26,095.00","26,115.00","26,065.00",,0.08%
17/06/2025,"26,081.50","26,070.00","26,093.00","26,048.50",,0.08%
16/06/2025,"26,061.50","26,070.00","26,102.50","26,043.00",,-0.05%
13/06/2025,"26,075.00","26,055.00","26,099.50","26,025.00",,0.14%
12/06/2025,"26,037.50","26,020.00","26,042.50","26,010.00",,0.03%
11/06/2025,"26,030.00","26,005.00","26,040.00","26,000.00",,0.07%
10/06/2025,"26,012.50","26,042.50","26,065.00","26,010.00",,-0.12%
09/06/2025,"26,042.50","26,094.00","26,094.00","26,022.50",,-0.04%
06/06/2025,"26,054.00","26,075.00","26,097.00","26,030.50",,-0.11%
05/06/2025,"26,082.50","26,085.00","26,126.50","26,058.00",,-0.01%
04/06/2025,"26,084.00","26,045.00","26,098.00","26,025.00",,0.11%
03/06/2025,"26,055.00","26,030.00","26,083.50","25,998.50",,0.10%
02/06/2025,"26,029.00","26,025.00","26,046.50","25,980.00",,0.03%
30/05/2025,"26,021.50","25,985.00","26,045.00","25,935.00",,-0.01%
29/05/2025,"26,025.00","25,995.50","26,074.50","25,994.50",,0.21%
28/05/2025,"25,970.00","25,915.00","25,975.00","25,911.50",,0.20%
27/05/2025,"25,917.50","25,915.00","25,960.00","25,889.50",,0.02%
26/05/2025,"25,912.50","25,961.00","25,965.00","25,890.50",,-0.16%
23/05/2025,"25,954.00","25,970.00","25,987.00","25,939.50",,-0.09%
22/05/2025,"25,976.50","25,980.00","25,988.50","25,945.00",,0.01%
21/05/2025,"25,973.00","25,970.00","25,984.50","25,930.00",,0.01%
20/05/2025,"25,970.00","25,950.00","25,978.00","25,935.00",,0.09%
19/05/2025,"25,947.50","25,920.00","25,961.00","25,907.50",,0.10%
16/05/2025,"25,921.50","25,925.00","25,971.00","25,903.00",,-0.10%
15/05/2025,"25,947.50","25,930.00","25,962.50","25,906.00",,0.07%
14/05/2025,"25,930.00","25,945.00","25,985.00","25,914.00",,-0.12%
13/05/2025,"25,961.50","25,975.00","25,986.50","25,913.50",,-0.04%
12/05/2025,"25,971.00","25,970.00","25,982.50","25,918.00",,-0.03%
09/05/2025,"25,978.50","25,967.50","25,997.00","25,948.00",,0.06%
08/05/2025,"25,963.50","25,960.00","25,988.00","25,951.00",,0.00%
07/05/2025,"25,962.50","25,965.00","25,980.00","25,912.50",,0.00%
06/05/2025,"25,963.50","25,955.00","25,988.50","25,949.00",,0.02%
05/05/2025,"25,957.50","26,000.00","26,018.50","25,934.00",,-0.18%
02/05/2025,"26,005.00","26,005.00","26,005.00","26,005.00",,0.00%
01/05/2025,"26,005.00","26,005.00","26,005.00","26,005.00",,0.00%
30/04/2025,"26,005.00","26,005.00","26,005.00","26,005.00",,0.00%
29/04/2025,"26,005.00","26,000.00","26,010.00","25,960.00",,0.02%
28/04/2025,"26,000.00","26,000.00","26,050.00","25,927.50",,-0.10%
26/04/2025,"26,025.00","26,025.00","26,035.00","26,015.00",,0.01%
25/04/2025,"26,021.50","26,050.00","26,062.00","26,007.50",,-0.03%
24/04/2025,"26,029.00","26,032.50","26,067.00","25,985.00",,0.13%
23/04/2025,"25,995.00","26,005.00","26,018.50","25,927.50",,0.12%
22/04/2025,"25,965.00","25,900.00","25,994.00","25,890.00",,0.36%
21/04/2025,"25,871.00","25,950.00","25,964.50","25,858.50",,-0.21%
18/04/2025,"25,925.00","25,900.00","25,976.50","25,865.00",,0.34%
17/04/2025,"25,837.00","25,852.50","25,900.00","25,848.00",,0.03%
16/04/2025,"25,830.00","25,832.50","25,905.00","25,796.50",,0.16%
15/04/2025,"25,790.00","25,850.00","25,923.50","25,808.00",,-0.13%
14/04/2025,"25,824.00","25,735.00","25,843.00","25,705.00",,0.42%
11/04/2025,"25,715.00","25,670.00","25,782.50","25,660.50",,-0.10%
10/04/2025,"25,740.00","25,830.00","25,874.50","25,753.50",,-0.85%
09/04/2025,"25,960.00","26,025.00","26,130.00","25,982.50",,-0.13%
08/04/2025,"25,995.00","25,850.00","26,033.00","25,836.50",,0.83%
07/04/2025,"25,780.00","25,780.00","25,780.00","25,780.00",,0.00%
04/04/2025,"25,780.00","25,805.00","25,810.00","25,760.00",,-0.04%
03/04/2025,"25,790.00","25,700.00","25,837.00","25,700.00",,0.74%
02/04/2025,"25,600.00","25,650.00","25,658.50","25,612.50",,-0.08%
01/04/2025,"25,620.00","25,605.00","25,660.00","25,545.00",,0.22%
31/03/2025,"25,565.00","25,538.50","25,592.50","25,536.50",,0.06%
28/03/2025,"25,550.00","25,600.00","25,620.00","25,555.00",,-0.04%
27/03/2025,"25,560.00","25,580.00","25,629.50","25,562.50",,0.02%
26/03/2025,"25,555.00","25,615.00","25,635.00","25,567.50",,-0.18%
25/03/2025,"25,600.00","25,651.50","25,664.00","25,611.00",,-0.08%
24/03/2025,"25,620.00","25,538.00","25,657.50","25,538.00",,0.14%
21/03/2025,"25,585.00","25,560.00","25,605.00","25,545.00",,0.16%
20/03/2025,"25,545.00","25,545.00","25,567.50","25,542.50",,0.04%
19/03/2025,"25,535.00","25,530.00","25,550.00","25,525.00",,0.10%
18/03/2025,"25,510.00","25,525.00","25,550.00","25,520.00",,0.00%
17/03/2025,"25,510.00","25,520.00","25,586.00","25,475.00",,0.04%
14/03/2025,"25,500.00","25,520.00","25,532.50","25,465.00",,0.04%
13/03/2025,"25,490.00","25,475.00","25,512.50","25,465.00",,0.18%
12/03/2025,"25,445.00","25,485.00","25,515.00","25,450.00",,-0.02%
11/03/2025,"25,450.00","25,512.50","25,520.00","25,462.00",,-0.29%
10/03/2025,"25,525.00","25,515.00","25,568.50","25,510.00",,0.18%
07/03/2025,"25,480.00","25,449.00","25,552.50","25,435.00",,-0.02%
06/03/2025,"25,485.00","25,450.00","25,516.50","25,430.00",,-0.02%
05/03/2025,"25,490.00","25,515.00","25,586.00","25,495.00",,-0.20%
04/03/2025,"25,540.00","25,580.00","25,596.50","25,555.00",,-0.14%
03/03/2025,"25,575.00","25,554.00","25,617.50","25,548.00",,0.18%
28/02/2025,"25,530.00","25,553.50","25,573.00","25,540.00",,0.04%
27/02/2025,"25,520.00","25,551.50","25,566.00","25,489.50",,-0.06%
26/02/2025,"25,535.00","25,482.50","25,572.50","25,482.50",,0.06%
25/02/2025,"25,520.00","25,470.00","25,537.50","25,466.00",,0.20%
24/02/2025,"25,468.00","25,485.00","25,535.00","25,468.50",,-0.16%
21/02/2025,"25,510.00","25,480.00","25,545.00","25,475.00",,0.04%
20/02/2025,"25,500.00","25,525.00","25,574.50","25,515.00",,-0.06%
19/02/2025,"25,515.00","25,530.00","25,574.50","25,500.00",,0.06%
18/02/2025,"25,500.00","25,510.00","25,580.00","25,425.00",,0.12%
17/02/2025,"25,470.00","25,390.00","25,482.50","25,390.00",,0.39%
14/02/2025,"25,370.00","25,415.00","25,460.50","25,385.00",,-0.28%
13/02/2025,"25,440.00","25,535.00","25,535.00","25,400.00",,-0.43%
12/02/2025,"25,550.00","25,490.00","25,607.00","25,490.00",,0.08%
11/02/2025,"25,530.00","25,420.00","25,540.00","25,420.00",,0.59%
10/02/2025,"25,380.00","25,375.00","25,405.00","25,367.50",,0.36%
07/02/2025,"25,290.00","25,340.00","25,342.50","25,282.50",,0.12%
06/02/2025,"25,260.00","25,165.00","25,275.00","25,147.50",,0.46%
05/02/2025,"25,145.00","25,195.00","25,195.00","25,115.00",,-0.06%
04/02/2025,"25,160.00","25,280.00","25,282.50","25,160.00",,-0.47%
03/02/2025,"25,280.00","25,025.00","25,355.00","25,025.00",,0.88%
31/01/2025,"25,060.00","25,060.00","25,060.00","25,060.00",,0.00%
30/01/2025,"25,060.00","25,060.00","25,060.00","25,060.00",,0.00%
29/01/2025,"25,060.00","25,060.00","25,060.00","25,060.00",,0.00%
28/01/2025,"25,060.00","25,060.00","25,060.00","25,060.00",,0.00%
27/01/2025,"25,060.00","25,060.00","25,060.00","25,060.00",,0.00%
24/01/2025,"25,060.00","25,130.00","25,142.50","25,025.00",,-0.08%
23/01/2025,"25,080.00","25,050.00","25,157.50","25,005.00",,0.12%
22/01/2025,"25,050.00","25,255.00","25,270.00","25,075.00",,-0.83%
21/01/2025,"25,260.00","25,295.00","25,315.00","25,245.00",,-0.22%
20/01/2025,"25,315.00","25,330.00","25,380.50","25,280.00",,0.00%
17/01/2025,"25,315.00","25,355.00","25,385.00","25,318.50",,-0.22%
16/01/2025,"25,370.00","25,387.50","25,388.50","25,372.50",,-0.02%
15/01/2025,"25,375.00","25,385.00","25,394.00","25,382.00",,-0.02%
14/01/2025,"25,380.00","25,395.00","25,400.00","25,375.00",,-0.04%
13/01/2025,"25,390.00","25,375.00","25,433.50","25,370.00",,0.12%
10/01/2025,"25,360.00","25,382.50","25,385.00","25,367.50",,-0.06%
09/01/2025,"25,375.00","25,382.50","25,389.00","25,375.00",,0.02%
08/01/2025,"25,370.00","25,385.00","25,395.00","25,376.00",,0.04%
07/01/2025,"25,360.00","25,390.50","25,422.50","25,362.50",,-0.04%
06/01/2025,"25,370.00","25,390.00","25,455.00","25,375.00",,-0.12%
03/01/2025,"25,400.00","25,460.00","25,462.50","25,422.50",,-0.20%
02/01/2025,"25,450.00","25,460.00","25,485.00","25,446.50",,-0.12%
01/01/2025,"25,480.00","25,480.00","25,480.00","25,480.00",,0.00%
31/12/2024,"25,480.00","25,495.00","25,512.50","25,446.50",,0.02%
30/12/2024,"25,476.00","25,446.50","25,485.50","25,444.00",,0.12%
27/12/2024,"25,445.00","25,445.00","25,456.50","25,425.00",,0.08%
26/12/2024,"25,425.00","25,420.00","25,451.00","25,420.00",,0.02%
25/12/2024,"25,420.00","25,437.50","25,455.00","25,415.00",,-0.02%
24/12/2024,"25,425.00","25,450.00","25,465.00","25,432.50",,-0.06%
23/12/2024,"25,440.00","25,440.00","25,465.00","25,425.50",,-0.02%
20/12/2024,"25,445.00","25,465.00","25,467.50","25,450.00",,-0.02%
19/12/2024,"25,450.00","25,465.00","25,469.00","25,450.00",,0.02%
18/12/2024,"25,445.00","25,445.00","25,457.50","25,395.00",,0.06%
17/12/2024,"25,430.00","25,392.50","25,440.00","25,346.50",,0.18%
16/12/2024,"25,385.00","25,390.00","25,405.00","25,346.50",,-0.06%
13/12/2024,"25,400.00","25,404.50","25,410.00","25,385.00",,0.02%
12/12/2024,"25,394.00","25,367.50","25,399.00","25,360.00",,0.06%
11/12/2024,"25,380.00","25,360.00","25,390.00","25,346.50",,0.08%
10/12/2024,"25,360.00","25,380.00","25,382.50","25,365.00",,-0.04%
09/12/2024,"25,370.00","25,373.50","25,395.00","25,365.00",,-0.02%
06/12/2024,"25,375.00","25,395.00","25,396.50","25,366.50",,-0.02%
05/12/2024,"25,380.00","25,410.00","25,414.00","25,346.50",,-0.08%
04/12/2024,"25,400.00","25,405.00","25,412.50","25,365.00",,0.02%
03/12/2024,"25,395.00","25,400.00","25,408.00","25,346.50",,0.08%
02/12/2024,"25,374.00","25,367.50","25,392.50","25,340.00",,0.12%
29/11/2024,"25,344.00","25,340.00","25,405.00","25,340.00",,-0.06%
28/11/2024,"25,358.00","25,355.00","25,407.50","25,327.50",,-0.07%
27/11/2024,"25,375.00","25,405.00","25,417.50","25,385.00",,-0.12%
26/11/2024,"25,405.00","25,425.00","25,425.00","25,405.00",,-0.02%
25/11/2024,"25,410.00","25,415.00","25,425.00","25,388.50",,-0.03%
22/11/2024,"25,417.00","25,422.50","25,432.50","25,415.00",,0.01%
21/11/2024,"25,415.00","25,425.00","25,434.00","25,403.50",,0.00%
20/11/2024,"25,415.00","25,400.00","25,425.00","25,395.00",,0.08%
19/11/2024,"25,395.00","25,395.00","25,417.50","25,375.00",,-0.04%
18/11/2024,"25,405.00","25,385.00","25,417.50","25,342.50",,0.10%
15/11/2024,"25,380.00","25,385.00","25,397.50","25,375.00",,-0.04%
14/11/2024,"25,390.00","25,375.00","25,405.00","25,335.00",,0.24%
13/11/2024,"25,330.00","25,350.00","25,363.50","25,295.00",,-0.04%
12/11/2024,"25,340.00","25,355.00","25,357.50","25,303.50",,0.12%
11/11/2024,"25,310.00","25,285.00","25,332.50","25,255.00",,0.20%
08/11/2024,"25,260.00","25,305.00","25,315.00","25,275.00",,-0.36%
07/11/2024,"25,350.00","25,415.00","25,420.00","25,365.00",,-0.08%
06/11/2024,"25,370.00","25,380.00","25,417.50","25,355.00",,0.16%
05/11/2024,"25,330.00","25,322.50","25,365.00","25,290.00",,0.08%
04/11/2024,"25,310.00","25,280.00","25,335.00","25,267.50",,0.12%
01/11/2024,"25,280.00","25,280.00","25,345.00","25,260.00",,0.04%
