time,open,high,low,close,volume,symbol,name,country
2024-11-12,6003.6,6009.92,5960.08,5983.99,2611467951,INX,S&P 500,US
2024-11-13,5985.75,6008.19,5965.91,5985.38,2602203282,INX,S&P 500,US
2024-11-14,5989.68,5993.88,5942.28,5949.17,2623461604,INX,S&P 500,US
2024-11-15,5912.79,5915.32,5853.01,5870.62,3288789253,INX,S&P 500,US
2024-11-18,5874.17,5908.12,5865.95,5893.62,2820487217,INX,S&P 500,US
2024-11-19,5870.05,5923.51,5855.29,5916.98,2673922540,INX,S&P 500,US
2024-11-20,5914.34,5920.67,5860.56,5917.11,2578080238,INX,S&P 500,US
2024-11-21,5940.58,5963.32,5887.26,5948.71,2857014860,INX,S&P 500,US
2024-11-22,5944.36,5972.9,5944.36,5969.34,2609740025,INX,S&P 500,US
2024-11-25,5992.28,6020.75,5963.91,5987.37,3948304635,INX,S&P 500,US
2024-11-26,6000.03,6025.42,5992.27,6021.63,2416828421,INX,S&P 500,US
2024-11-27,6014.11,6020.16,5984.87,5998.74,2090790475,INX,S&P 500,US
2024-11-29,6003.98,6044.17,6003.98,6032.38,1446140067,INX,S&P 500,US
2024-12-02,6040.11,6053.58,6035.33,6047.15,2724890947,INX,S&P 500,US
2024-12-03,6042.97,6052.07,6033.39,6049.88,2631959854,INX,S&P 500,US
2024-12-04,6069.39,6089.84,6061.06,6086.49,2629946648,INX,S&P 500,US
2024-12-05,6089.03,6094.55,6072.9,6075.11,2638048678,INX,S&P 500,US
2024-12-06,6081.38,6099.97,6079.98,6090.27,2494915762,INX,S&P 500,US
2024-12-09,6083.01,6088.51,6048.63,6052.85,2924094285,INX,S&P 500,US
2024-12-10,6057.59,6065.4,6029.89,6034.91,2778369429,INX,S&P 500,US
2024-12-11,6060.15,6092.59,6060.15,6084.19,2856984712,INX,S&P 500,US
2024-12-12,6074.29,6079.68,6051.25,6051.25,2378727487,INX,S&P 500,US
2024-12-13,6068.17,6078.58,6035.77,6051.09,2443474215,INX,S&P 500,US
2024-12-16,6063.79,6085.19,6059.14,6074.08,3097239687,INX,S&P 500,US
2024-12-17,6052.55,6057.68,6035.19,6050.61,3000899439,INX,S&P 500,US
2024-12-18,6047.65,6070.67,5867.79,5872.16,3301322111,INX,S&P 500,US
2024-12-19,5912.71,5935.52,5866.07,5867.08,3217378918,INX,S&P 500,US
2024-12-20,5842.0,5982.06,5832.3,5930.85,6347727401,INX,S&P 500,US
2024-12-23,5940.25,5978.25,5902.57,5974.07,2311068693,INX,S&P 500,US
2024-12-24,5984.63,6040.1,5981.44,6040.04,1127118254,INX,S&P 500,US
2024-12-25,5984.63,6040.1,5981.44,6040.04,-99999902,INX,S&P 500,US
2024-12-26,6024.97,6049.75,6007.37,6037.59,1482485163,INX,S&P 500,US
2024-12-27,6006.17,6006.17,5932.95,5970.84,1807640884,INX,S&P 500,US
2024-12-30,5920.67,5940.79,5869.16,5906.94,1927545914,INX,S&P 500,US
2024-12-31,5919.74,5929.74,5868.86,5881.63,1785851688,INX,S&P 500,US
2025-01-02,5903.26,5935.09,5829.53,5868.55,2210071126,INX,S&P 500,US
2025-01-03,5891.07,5949.34,5888.66,5942.47,2190353238,INX,S&P 500,US
2025-01-06,5982.81,6021.04,5960.01,5975.38,2802829671,INX,S&P 500,US
2025-01-07,5993.26,6000.68,5890.68,5909.03,2676437580,INX,S&P 500,US
2025-01-08,5910.66,5927.89,5874.78,5918.25,2502210380,INX,S&P 500,US
2025-01-10,5890.35,5890.35,5807.78,5827.04,3055778240,INX,S&P 500,US
2025-01-13,5782.02,5838.61,5773.31,5836.22,2721450612,INX,S&P 500,US
2025-01-14,5859.27,5871.92,5805.42,5842.91,2434957076,INX,S&P 500,US
2025-01-15,5905.21,5960.61,5905.21,5949.91,2740994513,INX,S&P 500,US
2025-01-16,5963.61,5964.69,5930.72,5937.34,2515871927,INX,S&P 500,US
2025-01-17,5995.4,6014.96,5978.44,5996.66,2984861785,INX,S&P 500,US
2025-01-21,6014.12,6051.51,6006.88,6049.24,3041263308,INX,S&P 500,US
2025-01-22,6081.39,6100.81,6076.13,6086.37,2857124946,INX,S&P 500,US
2025-01-23,6076.32,6118.73,6074.67,6118.71,2474451164,INX,S&P 500,US
2025-01-24,6121.43,6128.18,6088.74,6101.24,2507791504,INX,S&P 500,US
2025-01-27,5969.04,6017.17,5962.92,6012.28,4076897334,INX,S&P 500,US
2025-01-28,6026.97,6074.54,5994.63,6067.7,3319837438,INX,S&P 500,US
2025-01-29,6057.7,6062.83,6012.96,6039.31,2830742115,INX,S&P 500,US
2025-01-30,6050.75,6086.64,6027.46,6071.17,3068265894,INX,S&P 500,US
2025-01-31,6096.79,6120.91,6030.93,6040.53,3517384478,INX,S&P 500,US
2025-02-03,5969.65,6022.13,5923.93,5994.57,3289467890,INX,S&P 500,US
2025-02-04,5998.14,6042.48,5990.87,6037.88,3054209134,INX,S&P 500,US
2025-02-05,6020.45,6062.86,6007.06,6061.48,3147722642,INX,S&P 500,US
2025-02-06,6072.22,6084.03,6046.83,6083.57,3084795461,INX,S&P 500,US
2025-02-07,6083.13,6101.28,6019.96,6025.99,2940570238,INX,S&P 500,US
2025-02-10,6046.4,6073.38,6044.84,6066.44,2743606149,INX,S&P 500,US
2025-02-11,6049.32,6076.28,6042.34,6068.5,2748396013,INX,S&P 500,US
2025-02-12,6025.08,6063.0,6003.0,6051.97,2878167149,INX,S&P 500,US
2025-02-13,6060.59,6116.91,6050.95,6115.07,2949594434,INX,S&P 500,US
2025-02-14,6115.52,6127.47,6107.62,6114.63,2801121274,INX,S&P 500,US
2025-02-18,6121.6,6129.63,6099.51,6129.58,3260380206,INX,S&P 500,US
2025-02-19,6117.76,6147.43,6111.15,6144.15,3043365332,INX,S&P 500,US
2025-02-20,6134.5,6134.5,6084.59,6117.52,2957558735,INX,S&P 500,US
2025-02-21,6114.1,6114.82,6008.56,6013.13,3386529313,INX,S&P 500,US
2025-02-24,6026.69,6043.65,5977.83,5983.25,3282444303,INX,S&P 500,US
2025-02-25,5982.73,5992.65,5908.49,5955.25,3485186582,INX,S&P 500,US
2025-02-26,5970.87,6009.82,5932.69,5956.06,2964610227,INX,S&P 500,US
2025-02-27,5981.88,5993.69,5858.78,5861.57,3331941837,INX,S&P 500,US
2025-02-28,5856.74,5959.4,5837.66,5954.5,4316692726,INX,S&P 500,US
2025-03-03,5968.33,5986.09,5810.91,5849.72,3603000420,INX,S&P 500,US
2025-03-04,5811.98,5865.08,5732.59,5778.15,4246585884,INX,S&P 500,US
2025-03-05,5781.36,5860.59,5742.35,5842.63,3325531511,INX,S&P 500,US
2025-03-06,5785.87,5812.08,5711.64,5738.52,3339780761,INX,S&P 500,US
2025-03-07,5726.01,5783.01,5666.29,5770.2,3959743165,INX,S&P 500,US
2025-03-10,5705.37,5705.37,5564.02,5614.56,4333777137,INX,S&P 500,US
2025-03-11,5603.65,5636.3,5528.41,5572.07,4112822451,INX,S&P 500,US
2025-03-12,5624.84,5642.19,5546.09,5599.3,3450861763,INX,S&P 500,US
2025-03-13,5594.45,5597.78,5504.65,5521.52,3323485209,INX,S&P 500,US
2025-03-14,5563.85,5645.27,5563.85,5638.94,3011969007,INX,S&P 500,US
2025-03-17,5635.6,5703.52,5631.12,5675.12,2983957601,INX,S&P 500,US
2025-03-18,5654.53,5654.53,5597.76,5614.66,2895840659,INX,S&P 500,US
2025-03-19,5632.37,5715.33,5622.2,5675.29,3021919411,INX,S&P 500,US
2025-03-20,5646.92,5711.15,5632.33,5662.89,2841249219,INX,S&P 500,US
2025-03-21,5630.73,5670.84,5603.1,5667.56,6468495934,INX,S&P 500,US
2025-03-24,5718.08,5775.14,5718.08,5767.57,3039851911,INX,S&P 500,US
2025-03-25,5775.96,5786.95,5760.42,5776.65,2675650367,INX,S&P 500,US
2025-03-26,5771.66,5783.62,5694.41,5712.2,2865457257,INX,S&P 500,US
2025-03-27,5695.64,5732.28,5670.94,5693.31,2824605380,INX,S&P 500,US
2025-03-28,5679.2,5685.89,5572.42,5580.94,2837703209,INX,S&P 500,US
2025-03-31,5527.91,5627.56,5488.73,5611.85,3675243524,INX,S&P 500,US
2025-04-01,5597.53,5650.57,5558.52,5633.07,2781333289,INX,S&P 500,US
2025-04-02,5580.76,5695.31,5571.48,5670.97,2742941301,INX,S&P 500,US
2025-04-03,5492.74,5499.53,5390.83,5396.52,4996896429,INX,S&P 500,US
2025-04-04,5292.14,5292.14,5069.9,5074.08,6052894256,INX,S&P 500,US
2025-04-07,4953.79,5246.57,4835.04,5062.25,6239428293,INX,S&P 500,US
2025-04-08,5193.57,5267.47,4910.42,4982.77,5074219157,INX,S&P 500,US
2025-04-09,4965.28,5481.34,4948.43,5456.9,6666213104,INX,S&P 500,US
2025-04-10,5353.15,5353.15,5115.27,5268.05,4796067908,INX,S&P 500,US
2025-04-11,5255.56,5381.46,5220.77,5363.36,3746060666,INX,S&P 500,US
2025-04-14,5441.96,5459.46,5358.02,5405.97,3281232715,INX,S&P 500,US
2025-04-15,5411.99,5450.41,5386.44,5396.63,2806100917,INX,S&P 500,US
2025-04-16,5335.75,5367.24,5220.79,5275.7,3336999562,INX,S&P 500,US
2025-04-17,5305.45,5328.31,5255.58,5282.7,3140856780,INX,S&P 500,US
2025-04-21,5232.94,5232.94,5101.63,5158.2,2953934584,INX,S&P 500,US
2025-04-22,5207.67,5309.61,5207.67,5287.76,3049425683,INX,S&P 500,US
2025-04-23,5395.92,5469.69,5356.17,5375.86,3535896370,INX,S&P 500,US
2025-04-24,5381.38,5489.4,5371.96,5484.77,3138911463,INX,S&P 500,US
2025-04-25,5489.73,5528.11,5455.86,5525.21,2943164032,INX,S&P 500,US
2025-04-28,5529.22,5553.66,5468.64,5528.75,2767087321,INX,S&P 500,US
2025-04-29,5508.87,5571.95,5505.7,5560.83,2812450680,INX,S&P 500,US
2025-04-30,5499.44,5581.84,5433.24,5569.06,3742261213,INX,S&P 500,US
2025-05-01,5625.14,5658.91,5597.35,5604.14,3224921079,INX,S&P 500,US
2025-05-02,5645.88,5700.7,5642.28,5686.67,3010089578,INX,S&P 500,US
2025-05-05,5655.32,5683.38,5634.48,5650.38,2693789287,INX,S&P 500,US
2025-05-06,5605.87,5649.58,5586.04,5606.91,2767164782,INX,S&P 500,US
2025-05-07,5614.18,5654.73,5578.64,5631.28,3197894396,INX,S&P 500,US
2025-05-08,5663.6,5720.1,5635.38,5663.94,3208687019,INX,S&P 500,US
2025-05-09,5679.65,5691.69,5644.15,5659.91,2429494619,INX,S&P 500,US
2025-05-12,5807.2,5845.37,5786.08,5844.19,3756162007,INX,S&P 500,US
2025-05-13,5854.15,5906.64,5845.02,5886.55,3512934287,INX,S&P 500,US
2025-05-14,5896.74,5906.55,5872.11,5892.58,3445232926,INX,S&P 500,US
2025-05-15,5869.82,5924.21,5865.16,5916.93,3138351580,INX,S&P 500,US
2025-05-16,5929.09,5958.62,5907.36,5958.38,2931804148,INX,S&P 500,US
2025-05-19,5902.88,5968.61,5895.69,5963.6,2576639838,INX,S&P 500,US
2025-05-20,5944.66,5953.06,5909.26,5940.46,2543562609,INX,S&P 500,US
2025-05-21,5910.18,5938.37,5830.91,5844.61,3112417919,INX,S&P 500,US
2025-05-22,5841.26,5878.08,5825.82,5842.01,2780782105,INX,S&P 500,US
2025-05-23,5781.89,5829.51,5767.41,5802.82,2550252052,INX,S&P 500,US
2025-05-27,5854.07,5924.33,5854.07,5921.54,2882838064,INX,S&P 500,US
2025-05-28,5925.54,5939.92,5881.88,5888.55,2613506833,INX,S&P 500,US
2025-05-29,5939.96,5943.13,5873.8,5912.17,2851903524,INX,S&P 500,US
2025-05-30,5903.67,5922.14,5843.66,5911.69,4812538509,INX,S&P 500,US
2025-06-02,5896.68,5937.4,5861.43,5935.94,2747394993,INX,S&P 500,US
2025-06-03,5938.56,5981.35,5929.0,5970.37,2959610307,INX,S&P 500,US
2025-06-04,5978.94,5990.48,5966.11,5970.81,2680331774,INX,S&P 500,US
2025-06-05,5985.67,5999.7,5921.2,5939.3,3128216678,INX,S&P 500,US
2025-06-06,5987.06,6016.87,5978.63,6000.36,2557851418,INX,S&P 500,US
2025-06-09,6004.63,6021.31,5994.18,6005.88,2882903740,INX,S&P 500,US
2025-06-10,6009.91,6043.01,6000.28,6038.81,2976909395,INX,S&P 500,US
2025-06-11,6049.38,6059.4,6002.32,6022.24,2978585361,INX,S&P 500,US
2025-06-12,6009.9,6045.43,6003.88,6045.26,2614508550,INX,S&P 500,US
2025-06-13,6000.56,6026.16,5963.21,5976.97,3001801788,INX,S&P 500,US
2025-06-16,6004.0,6050.83,6004.0,6033.11,2870307250,INX,S&P 500,US
2025-06-17,6012.15,6023.25,5974.8,5982.72,2830518423,INX,S&P 500,US
2025-06-18,5987.93,6018.25,5971.89,5980.87,2941500424,INX,S&P 500,US
2025-06-20,5999.67,6018.2,5952.56,5967.84,5166023140,INX,S&P 500,US
2025-06-23,5969.67,6028.77,5943.23,6025.17,3240747265,INX,S&P 500,US
2025-06-24,6061.21,6101.76,6059.25,6092.18,3266927469,INX,S&P 500,US
2025-06-25,6104.23,6108.51,6080.09,6092.16,2877946880,INX,S&P 500,US
2025-06-26,6112.09,6146.52,6107.27,6141.02,3030187464,INX,S&P 500,US
2025-06-27,6150.7,6187.68,6132.35,6173.07,4593035679,INX,S&P 500,US
2025-06-30,6193.36,6215.08,6174.97,6204.95,3341748573,INX,S&P 500,US
2025-07-01,6187.25,6210.78,6177.97,6198.01,3552404111,INX,S&P 500,US
2025-07-02,6193.88,6227.6,6188.29,6227.42,3137017015,INX,S&P 500,US
2025-07-03,6246.46,6284.65,6246.46,6279.35,1822312475,INX,S&P 500,US
2025-07-07,6259.04,6262.07,6201.0,6229.98,2745690910,INX,S&P 500,US
2025-07-08,6234.03,6242.7,6217.75,6225.52,3004891870,INX,S&P 500,US
2025-07-09,6243.33,6269.16,6231.43,6263.26,2811985741,INX,S&P 500,US
2025-07-10,6266.8,6290.22,6251.44,6280.46,2828822051,INX,S&P 500,US
2025-07-11,6255.68,6269.44,6237.6,6259.75,2619070458,INX,S&P 500,US
2025-07-14,6255.15,6273.31,6239.22,6268.56,2714541025,INX,S&P 500,US
2025-07-15,6295.29,6302.04,6241.68,6243.76,3107475666,INX,S&P 500,US
2025-07-16,6254.5,6268.12,6201.59,6263.7,2965044588,INX,S&P 500,US
2025-07-17,6263.4,6304.69,6262.27,6297.36,3032165934,INX,S&P 500,US
2025-07-18,6312.95,6315.61,6285.27,6296.79,3045580686,INX,S&P 500,US
2025-07-21,6304.74,6336.08,6303.79,6305.6,2664791496,INX,S&P 500,US
2025-07-22,6306.6,6316.12,6281.71,6309.62,2984046932,INX,S&P 500,US
2025-07-23,6326.9,6360.64,6317.49,6358.91,3236476715,INX,S&P 500,US
2025-07-24,6368.6,6381.31,6360.57,6363.35,3364122614,INX,S&P 500,US
2025-07-25,6370.01,6395.82,6368.53,6388.64,2992173391,INX,S&P 500,US
2025-07-28,6397.69,6401.07,6375.79,6389.77,2850714198,INX,S&P 500,US
2025-07-29,6405.62,6409.26,6363.92,6370.86,3249723768,INX,S&P 500,US
2025-07-30,6381.23,6396.54,6336.38,6362.9,3318616891,INX,S&P 500,US
2025-07-31,6427.02,6427.02,6327.64,6339.39,4064512298,INX,S&P 500,US
2025-08-01,6287.28,6287.28,6212.69,6238.01,3612531795,INX,S&P 500,US
2025-08-04,6271.71,6330.69,6271.71,6329.94,3001426566,INX,S&P 500,US
2025-08-05,6336.63,6346.0,6289.37,6299.19,3161668228,INX,S&P 500,US
2025-08-06,6309.3,6352.83,6301.11,6345.06,3273682928,INX,S&P 500,US
2025-08-07,6374.32,6389.71,6310.32,6340.0,3147667079,INX,S&P 500,US
2025-08-08,6355.22,6395.16,6355.22,6389.45,2816498530,INX,S&P 500,US
2025-08-11,6389.67,6407.25,6364.06,6373.45,2882117019,INX,S&P 500,US
2025-08-12,6395.17,6446.55,6385.76,6445.76,2870584140,INX,S&P 500,US
2025-08-13,6462.67,6480.28,6445.02,6466.58,3088354173,INX,S&P 500,US
2025-08-14,6453.46,6473.92,6441.07,6468.54,2766449273,INX,S&P 500,US
2025-08-15,6477.38,6481.34,6441.85,6449.8,3147834712,INX,S&P 500,US
2025-08-18,6445.02,6455.35,6437.7,6449.15,2572650774,INX,S&P 500,US
2025-08-19,6446.24,6456.48,6400.22,6411.37,2900381286,INX,S&P 500,US
2025-08-20,6406.62,6408.4,6343.86,6395.78,3031684438,INX,S&P 500,US
2025-08-21,6380.83,6393.65,6352.71,6370.17,2422545066,INX,S&P 500,US
2025-08-22,6384.59,6478.89,6384.59,6466.91,3043140065,INX,S&P 500,US
2025-08-25,6457.67,6466.89,6438.06,6439.32,2483635965,INX,S&P 500,US
2025-08-26,6435.49,6468.37,6429.21,6465.94,3237985819,INX,S&P 500,US
2025-08-27,6462.26,6487.06,6457.84,6481.4,2910864343,INX,S&P 500,US
2025-08-28,6483.84,6508.23,6466.96,6501.86,2615361149,INX,S&P 500,US
2025-08-29,6489.28,6491.76,6444.57,6460.26,2546179778,INX,S&P 500,US
2025-09-02,6401.51,6416.54,6360.58,6415.54,2867489542,INX,S&P 500,US
2025-09-03,6445.82,6453.67,6416.17,6448.26,2768763199,INX,S&P 500,US
2025-09-04,6456.6,6502.54,6445.98,6502.08,2722880446,INX,S&P 500,US
2025-09-05,6529.08,6532.65,6443.98,6481.5,3160633711,INX,S&P 500,US
2025-09-08,6498.09,6508.67,6483.29,6495.15,2993595979,INX,S&P 500,US
2025-09-09,6503.33,6518.23,6483.08,6512.61,2652338286,INX,S&P 500,US
2025-09-10,6550.29,6555.97,6516.34,6532.04,3160981102,INX,S&P 500,US
2025-09-11,6554.41,6592.89,6545.8,6587.47,3242830560,INX,S&P 500,US
2025-09-12,6590.66,6600.21,6579.49,6584.29,2978174116,INX,S&P 500,US
2025-09-15,6603.49,6619.62,6602.07,6615.28,2902053619,INX,S&P 500,US
2025-09-16,6624.13,6626.99,6600.11,6606.76,2888764313,INX,S&P 500,US
2025-09-17,6604.87,6624.39,6551.15,6600.35,3024891495,INX,S&P 500,US
2025-09-18,6626.85,6656.8,6611.89,6631.96,3473903130,INX,S&P 500,US
2025-09-19,6647.11,6671.82,6630.31,6664.36,5972430543,INX,S&P 500,US
2025-09-22,6654.28,6698.88,6648.07,6693.75,3275038698,INX,S&P 500,US
2025-09-23,6692.44,6699.52,6645.58,6656.92,3104178812,INX,S&P 500,US
2025-09-24,6669.79,6672.66,6621.76,6637.97,2973054973,INX,S&P 500,US
2025-09-25,6608.19,6619.0,6569.22,6604.72,3297853440,INX,S&P 500,US
2025-09-26,6615.38,6648.97,6604.43,6643.7,2909115970,INX,S&P 500,US
2025-09-29,6661.58,6677.31,6644.49,6661.21,3188290296,INX,S&P 500,US
2025-09-30,6656.19,6691.25,6641.0,6688.46,3519970488,INX,S&P 500,US
2025-10-01,6664.92,6718.48,6656.2,6711.2,3495588292,INX,S&P 500,US
2025-10-02,6731.31,6731.94,6693.23,6715.35,3026789924,INX,S&P 500,US
2025-10-03,6722.14,6750.87,6705.67,6715.79,2900595175,INX,S&P 500,US
2025-10-06,6733.86,6749.52,6717.78,6740.28,3240662990,INX,S&P 500,US
2025-10-07,6746.14,6754.49,6699.96,6714.59,3033658138,INX,S&P 500,US
2025-10-08,6723.87,6755.64,6718.09,6753.72,2876408422,INX,S&P 500,US
2025-10-09,6760.5,6764.58,6716.17,6735.11,2800767651,INX,S&P 500,US
2025-10-10,6740.49,6762.4,6550.78,6552.51,3530624627,INX,S&P 500,US
2025-10-13,6622.53,6668.68,6620.71,6654.72,2695690912,INX,S&P 500,US
2025-10-14,6602.49,6680.7,6555.07,6644.31,2971654773,INX,S&P 500,US
2025-10-15,6688.27,6724.12,6612.11,6671.06,2936923107,INX,S&P 500,US
2025-10-16,6689.02,6709.34,6593.99,6629.07,3301839541,INX,S&P 500,US
2025-10-17,6613.27,6678.88,6603.76,6664.01,3130834811,INX,S&P 500,US
2025-10-20,6690.05,6744.35,6690.05,6735.13,2653125000,INX,S&P 500,US
2025-10-21,6736.75,6752.16,6722.03,6735.35,3124255568,INX,S&P 500,US
2025-10-22,6741.34,6741.75,6655.69,6699.4,3407489963,INX,S&P 500,US
2025-10-23,6703.65,6749.53,6700.14,6738.44,3317281117,INX,S&P 500,US
2025-10-24,6772.07,6807.11,6772.07,6791.69,3027308723,INX,S&P 500,US
2025-10-27,6845.46,6877.28,6843.94,6875.16,3270474398,INX,S&P 500,US
2025-10-28,6897.74,6911.3,6870.73,6890.89,3370215922,INX,S&P 500,US
2025-10-29,6910.95,6920.34,6851.91,6890.59,3970463970,INX,S&P 500,US
2025-10-30,6860.5,6880.75,6820.69,6822.34,3911030954,INX,S&P 500,US
2025-10-31,6879.17,6879.17,6814.26,6840.2,3777566754,INX,S&P 500,US
2025-11-03,6882.32,6882.32,6820.62,6851.97,3696845759,INX,S&P 500,US
2025-11-04,6788.52,6820.21,6766.71,6771.55,3766080803,INX,S&P 500,US
2025-11-05,6769.77,6829.78,6763.11,6796.29,3497780397,INX,S&P 500,US
2025-11-06,6787.59,6796.68,6707.51,6720.32,3602126821,INX,S&P 500,US
2025-11-07,6696.18,6730.11,6631.44,6728.8,3552268846,INX,S&P 500,US
2025-11-10,6785.36,6841.32,6770.56,6832.43,3147459093,INX,S&P 500,US
2025-11-11,6815.64,6855.13,6806.87,6846.61,2798112864,INX,S&P 500,US
2025-11-12,6867.77,6869.91,6829.62,6850.92,2948317943,INX,S&P 500,US
2025-11-13,6826.47,6828.05,6724.72,6737.49,3371885452,INX,S&P 500,US
2025-11-14,6672.14,6774.31,6646.87,6734.11,3114116339,INX,S&P 500,US
2025-11-17,6713.61,6754.5,6638.9,6672.41,3196879298,INX,S&P 500,US
2025-11-18,6641.19,6666.63,6574.32,6617.32,3291906077,INX,S&P 500,US
2025-11-19,6625.84,6689.75,6603.5,6642.16,3101765442,INX,S&P 500,US
2025-11-20,6737.93,6770.35,6534.05,6538.76,3725506076,INX,S&P 500,US
2025-11-21,6555.77,6660.05,6521.92,6602.99,4020556228,INX,S&P 500,US
2025-11-24,6636.54,6715.75,6630.7,6705.12,4453666392,INX,S&P 500,US
2025-11-25,6697.03,6776.4,6659.98,6765.88,3295356681,INX,S&P 500,US
2025-11-26,6793.55,6831.44,6783.87,6812.61,2724579024,INX,S&P 500,US
2025-11-28,6822.52,6850.86,6819.75,6849.09,1479261103,INX,S&P 500,US
2025-12-01,6812.3,6843.65,6799.94,6812.63,2786724935,INX,S&P 500,US
2025-12-02,6830.96,6851.55,6806.71,6829.37,2996900655,INX,S&P 500,US
2025-12-03,6815.29,6862.42,6810.43,6849.72,2967644778,INX,S&P 500,US
2025-12-04,6866.47,6866.47,6827.12,6857.12,2961946147,INX,S&P 500,US
2025-12-05,6866.32,6895.78,6858.29,6870.4,3146162668,INX,S&P 500,US
2025-12-08,6875.2,6878.27,6827.19,6846.51,3191290438,INX,S&P 500,US
2025-12-09,6840.61,6864.92,6837.43,6840.51,2757882544,INX,S&P 500,US
2025-12-10,6833.49,6900.67,6824.69,6886.68,3514933517,INX,S&P 500,US
2025-12-11,6861.3,6903.46,6833.45,6901.0,3110588589,INX,S&P 500,US
2025-12-12,6886.85,6899.85,6801.79,6827.41,3163284987,INX,S&P 500,US
2025-12-15,6860.19,6861.59,6801.49,6816.51,3281026151,INX,S&P 500,US
2025-12-16,6800.12,6819.27,6759.74,6800.26,3218286691,INX,S&P 500,US
2025-12-17,6802.88,6812.26,6720.43,6721.43,3443631007,INX,S&P 500,US
2025-12-18,6778.06,6816.13,6758.5,6774.76,3311865878,INX,S&P 500,US
2025-12-19,6792.62,6840.02,6792.62,6834.5,6820161930,INX,S&P 500,US
2025-12-22,6865.21,6882.03,6855.74,6878.49,2609671147,INX,S&P 500,US
2025-12-23,6872.41,6910.88,6868.81,6909.79,2232658694,INX,S&P 500,US
2025-12-24,6904.91,6937.32,6904.91,6932.05,1071393997,INX,S&P 500,US
2025-12-26,6936.02,6945.77,6921.6,6929.94,1439287607,INX,S&P 500,US
2025-12-29,6903.6,6920.21,6888.76,6905.74,1932051863,INX,S&P 500,US
2025-12-30,6900.44,6913.25,6893.47,6896.24,1709094551,INX,S&P 500,US
2025-12-31,6898.82,6901.42,6844.55,6845.5,1711313425,INX,S&P 500,US
2026-01-02,6878.11,6894.87,6824.31,6858.47,2633650179,INX,S&P 500,US
2026-01-05,6892.19,6920.38,6891.56,6902.05,3473387045,INX,S&P 500,US
2026-01-06,6908.03,6948.69,6904.02,6944.82,3321270692,INX,S&P 500,US
2026-01-07,6945.07,6965.69,6919.19,6920.93,3236959017,INX,S&P 500,US
2026-01-08,6914.11,6931.28,6899.33,6921.46,3184872055,INX,S&P 500,US
2026-01-09,6927.83,6978.36,6917.64,6966.28,2965821560,INX,S&P 500,US
2026-01-12,6944.12,6986.33,6934.07,6977.27,3030692220,INX,S&P 500,US
2026-01-13,6977.41,6985.83,6938.77,6963.74,3224138595,INX,S&P 500,US
2026-01-14,6937.41,6941.3,6885.74,6926.6,3368124418,INX,S&P 500,US
2026-01-15,6969.46,6979.34,6937.93,6944.47,3127477579,INX,S&P 500,US
2026-01-16,6960.54,6967.3,6925.09,6940.01,3990934078,INX,S&P 500,US
2026-01-20,6865.24,6871.17,6789.05,6796.86,3891978612,INX,S&P 500,US
2026-01-21,6810.71,6910.39,6804.96,6875.62,3815060468,INX,S&P 500,US
2026-01-22,6914.44,6934.75,6893.62,6913.35,3309135655,INX,S&P 500,US
2026-01-23,6907.85,6932.96,6895.5,6915.61,3228233542,INX,S&P 500,US
2026-01-26,6923.23,6964.66,6921.6,6950.23,2988481117,INX,S&P 500,US
2026-01-27,6965.96,6988.82,6958.83,6978.6,3227767584,INX,S&P 500,US
2026-01-28,7002.0,7002.28,6963.46,6978.03,3337820014,INX,S&P 500,US
2026-01-29,6977.74,6992.84,6870.8,6969.01,4116060486,INX,S&P 500,US
2026-01-30,6947.27,6964.09,6893.48,6939.03,4261589883,INX,S&P 500,US
2026-02-02,6916.64,6991.92,6914.34,6976.44,3598308215,INX,S&P 500,US
2026-02-03,6985.45,6993.08,6862.05,6917.81,4509153173,INX,S&P 500,US
2026-02-04,6924.5,6936.09,6838.8,6882.72,5124778011,INX,S&P 500,US
2026-02-05,6837.39,6857.85,6780.13,6798.4,4330553016,INX,S&P 500,US
2026-02-06,6816.74,6944.89,6816.74,6932.3,3842633801,INX,S&P 500,US
2026-02-09,6917.26,6980.1,6905.87,6964.82,3363942486,INX,S&P 500,US
2026-02-10,6974.49,6986.83,6937.53,6941.81,3494760616,INX,S&P 500,US
2026-02-11,6976.48,6993.48,6911.97,6941.47,3743710728,INX,S&P 500,US
2026-02-12,6957.54,6973.22,6824.04,6832.76,4529538927,INX,S&P 500,US
2026-02-13,6834.27,6881.96,6794.55,6836.17,3419160612,INX,S&P 500,US
2026-02-17,6819.86,6866.99,6775.5,6843.22,3297532611,INX,S&P 500,US
2026-02-18,6855.48,6909.12,6849.66,6881.31,3039483897,INX,S&P 500,US
2026-02-19,6861.34,6879.12,6833.06,6861.89,2928310082,INX,S&P 500,US
2026-02-20,6843.26,6915.86,6836.33,6909.51,3339510807,INX,S&P 500,US
2026-02-23,6901.25,6916.96,6819.82,6837.75,3261707166,INX,S&P 500,US
2026-02-24,6837.37,6899.17,6815.43,6890.07,3167064220,INX,S&P 500,US
2026-02-25,6915.15,6952.51,6915.15,6946.13,3302178966,INX,S&P 500,US
2026-02-26,6944.74,6947.25,6859.73,6908.86,3452201112,INX,S&P 500,US
2026-02-27,6856.54,6882.96,6831.74,6878.88,4585000092,INX,S&P 500,US
2026-03-02,6824.36,6901.01,6796.85,6881.62,3458583834,INX,S&P 500,US
